molecule_id,delivery_strategy,systemic_exposure_likelihood,BLB_compatibility,RWM_compatibility,perilymph_access_likelihood,endolymph_access_likelihood,OHC_uptake_likelihood,cochlear_retention_likelihood,local_exposure_likelihood,ascorbate_SVCT_hypothesis,delivery_confidence,delivery_evidence_level,note
REV-LOCAL_ANALOG-18850,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,HIGH,HIGH,UNKNOWN,UNKNOWN,MODERATE,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18851,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,HIGH,HIGH,UNKNOWN,UNKNOWN,HIGH,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18852,INTRATYMPANIC / ROUND-WINDOW,HIGH,HIGH,HIGH,HIGH,UNKNOWN,UNKNOWN,MODERATE,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18853,SYSTEMIC ORAL,HIGH,HIGH,MODERATE,MODERATE,UNKNOWN,UNKNOWN,LOW,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18854,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18855,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,HIGH,HIGH,UNKNOWN,UNKNOWN,MODERATE,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18856,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,HIGH,HIGH,UNKNOWN,UNKNOWN,HIGH,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18857,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,HIGH,HIGH,UNKNOWN,UNKNOWN,HIGH,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18858,EXPERIMENTAL,MODERATE,LOW,LOW,LOW,UNKNOWN,UNKNOWN,HIGH,LOW,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18859,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,HIGH,HIGH,UNKNOWN,UNKNOWN,HIGH,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18860,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18861,SYSTEMIC IV,HIGH,MODERATE,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18862,INTRATYMPANIC / ROUND-WINDOW,HIGH,HIGH,HIGH,HIGH,UNKNOWN,UNKNOWN,MODERATE,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18863,INTRATYMPANIC / ROUND-WINDOW,HIGH,HIGH,HIGH,HIGH,UNKNOWN,UNKNOWN,LOW,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18864,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,HIGH,HIGH,UNKNOWN,UNKNOWN,HIGH,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18865,INTRATYMPANIC / ROUND-WINDOW,HIGH,HIGH,HIGH,HIGH,UNKNOWN,UNKNOWN,MODERATE,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18866,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18867,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18868,EXPERIMENTAL,MODERATE,LOW,LOW,LOW,UNKNOWN,UNKNOWN,HIGH,LOW,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18869,INTRATYMPANIC / ROUND-WINDOW,HIGH,HIGH,HIGH,HIGH,UNKNOWN,UNKNOWN,LOW,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18870,SYSTEMIC IV,HIGH,MODERATE,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18871,SYSTEMIC IV,HIGH,MODERATE,MODERATE,MODERATE,UNKNOWN,UNKNOWN,LOW,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18872,SYSTEMIC IV,HIGH,MODERATE,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18873,SYSTEMIC IV,HIGH,MODERATE,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18874,SYSTEMIC IV,HIGH,MODERATE,MODERATE,MODERATE,UNKNOWN,UNKNOWN,LOW,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18875,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18876,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18877,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18878,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,HIGH,HIGH,UNKNOWN,UNKNOWN,HIGH,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18879,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18880,SYSTEMIC IV,HIGH,MODERATE,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18881,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18882,SYSTEMIC IV,HIGH,MODERATE,LOW,LOW,UNKNOWN,UNKNOWN,LOW,LOW,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18883,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,HIGH,HIGH,UNKNOWN,UNKNOWN,HIGH,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18884,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18885,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,HIGH,HIGH,UNKNOWN,UNKNOWN,HIGH,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18886,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18887,SYSTEMIC IV,HIGH,MODERATE,MODERATE,MODERATE,UNKNOWN,UNKNOWN,LOW,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18888,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18889,SYSTEMIC IV,HIGH,MODERATE,MODERATE,MODERATE,UNKNOWN,UNKNOWN,MODERATE,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18890,EXPERIMENTAL,MODERATE,LOW,LOW,LOW,UNKNOWN,UNKNOWN,HIGH,LOW,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18891,INTRATYMPANIC / ROUND-WINDOW,HIGH,HIGH,HIGH,HIGH,UNKNOWN,UNKNOWN,MODERATE,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18892,SYSTEMIC IV,HIGH,MODERATE,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18893,INTRATYMPANIC / ROUND-WINDOW,HIGH,HIGH,HIGH,HIGH,UNKNOWN,UNKNOWN,MODERATE,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18894,INTRATYMPANIC / ROUND-WINDOW,HIGH,HIGH,HIGH,HIGH,UNKNOWN,UNKNOWN,MODERATE,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18895,INTRATYMPANIC / ROUND-WINDOW,HIGH,HIGH,HIGH,HIGH,UNKNOWN,UNKNOWN,MODERATE,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18896,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-LOCAL_ANALOG-18897,SYSTEMIC IV,HIGH,MODERATE,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-SCAFFOLD_HOPPING-18898,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-SCAFFOLD_HOPPING-18899,SYSTEMIC IV,HIGH,MODERATE,MODERATE,MODERATE,UNKNOWN,UNKNOWN,LOW,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-SCAFFOLD_HOPPING-18900,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-SCAFFOLD_HOPPING-18901,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,HIGH,HIGH,UNKNOWN,UNKNOWN,MODERATE,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-SCAFFOLD_HOPPING-18902,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-SCAFFOLD_HOPPING-18903,SYSTEMIC IV,HIGH,MODERATE,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-SCAFFOLD_HOPPING-18904,SYSTEMIC IV,HIGH,MODERATE,MODERATE,MODERATE,UNKNOWN,UNKNOWN,MODERATE,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-SCAFFOLD_HOPPING-18905,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,HIGH,HIGH,UNKNOWN,UNKNOWN,HIGH,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-SCAFFOLD_HOPPING-18906,INTRATYMPANIC / ROUND-WINDOW,HIGH,HIGH,HIGH,HIGH,UNKNOWN,UNKNOWN,MODERATE,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-SCAFFOLD_HOPPING-18907,INTRATYMPANIC / ROUND-WINDOW,HIGH,HIGH,HIGH,HIGH,UNKNOWN,UNKNOWN,LOW,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-SCAFFOLD_HOPPING-18908,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,HIGH,HIGH,UNKNOWN,UNKNOWN,HIGH,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-SCAFFOLD_HOPPING-18909,INTRATYMPANIC / ROUND-WINDOW,HIGH,HIGH,HIGH,HIGH,UNKNOWN,UNKNOWN,LOW,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-SCAFFOLD_HOPPING-18910,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,HIGH,HIGH,UNKNOWN,UNKNOWN,HIGH,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-SCAFFOLD_HOPPING-18911,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,HIGH,HIGH,UNKNOWN,UNKNOWN,HIGH,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-SCAFFOLD_HOPPING-18912,SYSTEMIC IV,HIGH,MODERATE,MODERATE,MODERATE,UNKNOWN,UNKNOWN,MODERATE,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-SCAFFOLD_HOPPING-18913,SYSTEMIC IV,HIGH,MODERATE,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-SCAFFOLD_HOPPING-18914,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
